file,law_name,year,chapters,sections
administrator6e52f905186798fc3b84a947447d222e.json,THE PAKISTAN MADRASAH EDUCATION (ESTABLISHMENT AND AFFILIATION OF MODEL DINI MADARIS) BOARD ORDINANCE,2001,1,7
administrator6e766308a4b09570d7774041e04262d0.json,THE HINDU GAINS OF LEARNING ACT,1930,1,4
administrator6f054cd7e4fad383e1981a1a71da7742.json,THE AGRICULTURAL PRODUCE (GRADING AND MARKING) ACT,1937,1,6
administrator706a192eb2a2f11e994e68c3d3653651.json,"The Trade Organizations Act, 2013",2013,0,0
administrator706a98a1deaabddd2a52d385536d0abd.json,"The Cattle-Trespass Act, 1871",1871,0,0
administrator7127b2a9f71004f4ce7165f41168465a.json,THE LEGAL PRACTITIONERS (FEES) ACT,1926,1,6
administrator7185aead954fdba01af9221ce6d9e3f8.json,"The Pakistan Coinage Act, 1906",1906,0,0
administrator71b03c0461fc9cbbb7b0cad08bdcb03f.json,"The Parsi Marriage and Divorce Act, 1936",1936,0,0
administrator72c8d9d538a66742b84a728e1658ab73.json,THE REFORMATORY SCHOOLS ACT,1897,5,25
administrator73253a0ac882a843e2ee9a1262c193b4.json,"The National College of Arts Ordinance, 1985",1985,0,0
administrator733f7a2d37e1edec33dbe8f6650c707a.json,"The Ports Act, 1908",1908,0,0
administrator73b8488fc2d15e4c017ef6c69f87d329.json,THE PAKISTAN SCIENCE FOUNDATION ACT,1973,1,19
administrator73bab03e326bc445d88192ab8cbc16e7.json,THE WEIGHTS AND MEASURES (INTERNATIONAL SYSTEM) ACT,1967,1,27
administrator747963b10be2426fcdfb6f7108d89bec.json,THE PAKISTAN ESSENTIAL SERVICES (MAINTENANCE) ACT,1952,1,10
administrator748fa1413263d08c2323b3bf8eb3b7fe.json,THE ASSOCIATED PRESS OF PAKISTAN (TAKING OVER) ORDINANCE,1961,1,10
administrator74cc9b7ea3de774e4c58b414efb6bebb.json,THE GOVERNMENT BUILDINGS ACT,1899,1,4
administrator74d0868b0cdc48e6a2fe409986af7653.json,THE AREA STUDY CENTRES ACT,1975,2,12
administrator74fcb4363cf22ef717cde24e97bdd849.json,THE PAKISTAN TOURIST GUIDES ACT,1976,1,12
administrator755c72be5b7f9e6595a0bccc8a09d746.json,Pakistan Ordnance Factories Board Ordinance,1961,1,15
administrator765a7fcd92df977a9c6fc4ababb3f829.json,The Cotton Ginning and Pressing Factories Act,1925,1,8
administrator7672c6973dcec2d75c974c66ffd74e90.json,Iqbal Academy Ordinance,1962,2,24
administrator76b5c9be46678c0ee94bbb9336e58d52.json,THE POST OFFICE NATIONAL SAVINGS CERTIFICATES ORDINANCE,1944,1,6
administrator77923ce792b475e339e1f46ba0442da3.json,THE TRANSFER OF PROPERTY ACT,1882,8,143
administrator77a6acc532755bb370d3fee3ff81aa7b.json,The Revocation of Privileges Act,1992,1,2
administrator77b10988f073410347ac390ee29eb5c9.json,"The Prevention of Smuggling Act, 1977",1977,0,0
administrator792ed51fc45a77de0eb9ca00cde20909.json,THE SUPREME COURT (NUMBER OF JUDGES) ACT,1997,1,2
administrator7958b24daa9f9348f35af1991d819398.json,The Delimitation of Constituencies Act,1974,1,13
administrator796966f5fe27247ea0700db26dc2e952.json,"The Charitable Endowments Act, 1890",1890,0,0
administrator7987f4437a744b92b9626dcd8c33b10c.json,THE BANKING TRIBUNALS (VALIDATION OF ORDERS) ACT,1994,1,2
administrator79c76a6cda926cc288d9f9b6a5d5b264.json,THE PAKISTAN BROADCASTING CORPORATION ACT,1973,7,22
administrator79cdef3eaf6234dd90563d22892f579e.json,THE GOVERNMENT TENANTS (NORTH-WEST FRONTIER) ACT,1893,1,9
administrator79f454ff038827bacaf1758984d449f7.json,"The National Highways Safety Ordinance, 2000",2000,0,0
administrator7ac8536ae0f83f2fe330a76c8d376d62.json,THE PAKISTAN BANKING AND FINANCE SERVICES COMMISSION ACT,1992,1,14
administrator7b9ba189592bdcc7c1eca569244e6bab.json,THE AIRCRAFT (REMOVAL OF DANGER TO SAFETY) ORDINANCE,1965,1,10
administrator7cdaa20a77bb820bbdebddb72d6c4721.json,"The Pakistan Industrial Development Corporation (Transfer of Projects and Companies) Act, 1974",1974,0,0
administrator7cee6780c21d6e69d03a695be5d1a869.json,"The Diplomatic and Consular Privileges Act, 1972",1972,0,0
administrator7db4367e97eddbb09333e0a9f87d4dfc.json,THE ANTI NARCOTICS FORCE ACT,1997,1,9
administrator7e29dd4c518f15a058c2110713f9d92c.json,"The Seed Act, 1976",1976,0,0
administrator7e6c41131f4f419dcac8f009173e180a.json,"The My University Islamabad Act, 2013",2013,0,0
administrator7e8503f55fcb6200206e3b84213fad48.json,THE PAKISTAN HOTELS AND RESTAURANTS ACT,1976,1,10
administrator7fb81171cb58e9160bf7d719a7ccef37.json,,,0,0
administrator7feb7421871aba03b75c6173a638b2a7.json,THE MEDICAL QUALIFICATIONS (INFORMATION) ORDINANCE,1960,3,7
administrator804ffa6d8c86db47686d4d86995275bc.json,The Surrender of Illicit Arms Act,1991,1,15
administrator806b77447397a52a9bd37aa6399878f4.json,THE REGIONAL DEVELOPMENT FINANCE CORPORATION AND SMALL BUSINESS FINANCE CORPORATION (AMALGAMATION AND CONVERSION) ORDINANCE,2001,1,14
administrator809a246717f4d2a1d2909ed86ca7dbde.json,THE RAILWAYS (LOCAL AUTHORITIES’ TAXATION) ACT,1941,1,4
administrator80b2f612690e094eeebff3f0d8b63d1c.json,THE NATIONAL TRAINING ORDINANCE,1980,1,9
administrator825b1c9bad7b5c1026e20dfe28bdaed6.json,Lansdowne Bridge Act,1892,1,4
administrator82667a82a20c35d5ee1e97ad66e230f4.json,"The Naturalization Act, 1926",1926,0,0
administrator82a1ef468ce026f7dc3a1a0e19759e2e.json,THE COMPANIES PROFITS (WORKERS PARTICIPATION) ACT,1968,1,10
administrator82bc64463939f911a97e388509155e4a.json,The Anand Marriage Act,1909,1,5
administrator8332a6df32386960ac7d81a5cf7aade2.json,"The Contract Act, 1872",1872,0,0
administrator838fddea2bd84054cde358506b537096.json,THE MARRIED WOMEN'S PROPERTY ACT,1874,6,10
administrator845215725b052c222802dd5c9b149092.json,The Kazis Act,1880,1,4
administrator85acedee0a8673dde8368f2216ab2880.json,THE INSPECTION AGENCIES (REGISTRATION AND REGULATION) ORDINANCE,1981,1,10
administrator86d2c3db62e273da1f2a13a2416c3d1b.json,"The Transfer of Evacuee Deposits Act, 1956",1956,0,0
administrator8820e88efaf7eedabf5c1d8c73b3dee5.json,"The Payment of Wages Act, 1936",1936,0,0
administrator883a72093afea29fca1e6f5fec5af796.json,THE LOCAL AUTHORITIES LOANS ACT,1914,1,9
administrator88869e029822dbe2b228f3584d46b6b8.json,THE SPORTS (DEVELOPMENT AND CONTROL) ORDINANCE,1962,2,5
administrator8922590399098ddfed00a6db56f2f91b.json,THE FOREIGNERS ACT,1946,1,23
administrator89ec1aed8993dc7500a42674b8433a47.json,"The Land Control (Karachi Division) Act, 1952",1952,0,0
administrator8b3d323c0cf37678679497c5aafbab40.json,"The Pakistan Agricultural Research Council Ordinance, 1981",1981,0,0
administrator8c0c9c8adfa3282499e0822eecaf710f.json,THE NATIONAL INSURANCE CORPORATION (REORGANIZATION) ORDINANCE,2000,1,9
administrator8c9829cb13f1a7b73c993d248fc3ab61.json,THE ISLAMABAD CLUB (ADMINISTRATION) ORDINANCE,1978,1,12
administrator8cfa246a000a71e94fd9f2bfbd7fdb84.json,"The Land Acquisition (Mines) Act, 1885",1885,0,0
administrator8d2abbb2c732e10da2c91038e0804080.json,THE WOMEN IN DISTRESS AND DETENTION FUND ACT,1996,1,11
administrator8d7192377f97c927f63fc68a280f2e87.json,COMSATS Institute of Information Technology Ordinance,2000,1,13
administrator8e89d7c42dd9194d3a74a43f12c8fe8e.json,THE POPULATION WELFARE PLANNING PROGRAMME (APPOINTMENT AND TERMINATION OF SERVICE) ORDINANCE,1981,1,11
administrator8e8e92d70904b7c9c0904c9da7c827bd.json,"The Validation of Laws Act, 1975",1975,0,0
administrator8eb87f4f0591f747aaa2611019c502bb.json,THE WHITE PHOSPHORUS MATCHES PROHIBITION ACT,1913,1,5
administrator8fe52ef9364bae85d4b0f2153b3a0525.json,THE PAKISTAN COUNCIL OF SCIENTIFIC AND INDUSTRIAL RESEARCH ACT,1973,3,17
administrator9052d5a368bd546d5a8dbe428bf6744c.json,THE ELEPHANTS’ PRESERVATION ACT,1879,5,12
administrator9119e6acb1306528caf338e446417494.json,THE LIMITATION (EMERGENCY AND WAR CONDITIONS) ACT,1965,1,4
administrator9140582d8c149f5e3e2cd50cf6b90f13.json,THE MEASURES OF LENGTH ACT,1889,1,7
administrator91bdc873bfd52f0aec1bfb8546216359.json,THE NATIONAL PRESS TRUST (APPOINTMENT OF CHAIRMAN) ACT,1972,1,5
administrator920798ebe6866d66302cafae2e8c2c6e.json,"The Sindh Incumbered Estates Act, 1896",1896,0,0
administrator928b2c2ef45547f6fd72490e62757369.json,"The Merchandise Marks Act, 1889",1889,0,0
administrator928e703010624ff20e0cf3276451fdce.json,THE NATIONAL ZAKAT FOUNDATION (MERGER IN THE BAIT-UL-MAL) ORDINANCE,2001,1,4
administrator92a7b7021d0f08ffc18e422d15735e65.json,THE DIPLOMATIC IMMUNITIES (COMMONWEALTH COUNTRIES REPRESENTATIVES) ACT,1957,1,8
administrator95a0bab5f0250b1437cafcb6508cc415.json,THE DANGEROUS CARGOES ACT,1953,1,13
administrator95b1b3b4987792e0d3cc23e46ce18969.json,THE MULTI-UNIT CO-OPERATIVE SOCIETIES ACT,1942,1,7
administrator95dda114739682aed8b784a819634050.json,The Arms Act,1878,7,33
administrator9610e0eae93f5de34c9af5d6adf5d7c7.json,"The Land Reforms Act, 1977",1977,0,0
administrator964ce81cc171ed5dcd0960630e922422.json,Industrial Relations Act,2012,11,91
administrator96adf8fa0f924275586ee1a77b062568.json,THE RAILWAYS (TRANSPORT OF GOODS) ACT,1947,1,6
administrator96bfdc148aea61a20e427ed401fd6fb1.json,THE MEDICAL OFFICERS (REGULARIZATION OF APPOINTMENTS) ACT,1992,1,4
administrator97cb430458c3149a54b33a28ae8143cd.json,THE COAL MINES (FIXATION OF RATES OF WAGES) ORDINANCE,1960,1,6
administrator986714d01c721676f2acfc816b18fc6a.json,The Execution of the Punishment of Whipping Ordinance,1979,1,7
administrator98f87f789657188919cf7c87e9c71524.json,"The Pakistan Territorial Force Act, 1950",1950,0,0
administrator98fec75e8dfca29cddd392ba8bd347da.json,THE SOUTH ASIAN STRATEGIC STABILITY INSTITUTE UNIVERSITY ISLAMABAD ACT,2013,7,35
administrator999043d9ce6f33fcbb5ecd8a58f5c79d.json,THE STAMP ACT,1899,8,82
administrator9a92dd810983fc449969d872d9ff53f4.json,THE HINDU WOMEN’S RIGHTS TO PROPERTY ACT,1937,1,5
administrator9b5baa0f444db1de5db2e5787e9d1237.json,THE FOREIGN CULTURAL ASSOCIATIONS (REGULATION OF FUNCTIONING) ACT,1975,1,17
administrator9d4c986b4fe62903074252ddba5eeca3.json,CUTTING OF TREES (PROHIBITION) ACT,1992,1,11
administrator9d6044552dddd25e9550942e2163e5da.json,THE EVACUEE TRUST PROPERTIES (MANAGEMENT AND DISPOSAL) ACT,1975,1,10
administrator9d60b89fa3dd51147d677e764c8772e3.json,"The Court-Fees Act, 1870",1870,0,0
administrator9dbf323a5be197b865503ff4b065b406.json,THE PAKISTAN MILITARY ACADEMY (DEGREES AND CERTIFICATES) ORDINANCE,1959,2,6
administrator9e6785790fb43c10beb79d45b7daa106.json,THE EXCISE (SPIRITS) ACT,1863,1,9
administrator9eb9167a64e55d690c7b0334cf1a9502.json,THE PAKISTAN COAST GUARDS ACT,1973,3,19
administrator9fc1ee6f12ae2fdafe00d5ee38c7be7a.json,Countervailing Duties Ordinance,2001,3,5
administratora06864a14032980df6c74221e72a8876.json,"The Airports Security Force Act, 1975",1975,0,0
administratora09241bd16f61d40a055c519805e850b.json,The Asian Development Bank Ordinance,1971,2,16
administratora0bf0b1883050a237d47158b9a5791a2.json,THE SPECIAL MARRIAGE ACT,1872,1,27
administratora25489da1a9ed8c9c927a144f6511732.json,The Service Tribunals Act,1973,1,12
administratora2b6f3407a109a491d47d649f6ff0c01.json,THE PAKISTAN CITIZENSHIP ACT,1951,1,26
administratora2befd40d215cadf121253d6efffa391.json,THE PRIVATE MILITARY ORGANISATIONS (ABOLITION AND PROHIBITION) ACT,1974,1,5
administratora4476d3c8e79dc2fa0574620496ba8bf.json,The Protection of Economic Reforms Act,1992,1,11
administratora489b811fe1cfaecf3f64e29f538d637.json,THE INDECENT ADVERTISEMENTS PROHIBITION ACT,1963,1,14
administratora4e506db9561c9da7c6be880946d03fa.json,THE PAKISTAN PLANT QUARANTINE ACT,1976,1,11
administratora4ef8d40e3d97faef49343d2242e0c3a.json,THE TRADE MARKS ORDINANCE,2001,15,138
administratora5563f831fa9feac0647bf8cd6c3872c.json,The Acting as Agents of Moallims (Prohibition) Ordinance,1980,1,5
administratora56880cdbd9fd85f9c3d5a9778b10390.json,THE FOREIGN EXCHANGE (PREVENTION OF PAYMENTS) ACT,1972,1,8
administratora6303c997da30442657bd566cbdc2ea3.json,The Fee-Charging Employment Agencies (Regulation) Act,1976,1,12
administratora6831a1472047810612c3e268cf4968a.json,The Cost and Management Accountants Act,1966,7,34
administratora725c493a8dfdfb4ba70437c9829bef8.json,THE INDUSTRIAL STATISTICS ACT,1942,1,12
administratora75de95f515a09d4de8eb9d31ab5af0d.json,THE FOREIGN CURRENCY ACCOUNTS (PROTECTION) ORDINANCE,2001,1,6
administratora79c09f9a3e1f05ca22ec61e7a064c17.json,THE INTEREST ACT,1839,1,1
administratora7e0c530782e34b0c43176acabeaa011.json,THE AGRICULTURISTS’ LOANS ACT,1884,1,7
administratora87de87dd0dd5cb80b7fa3c2d4aa7a89.json,The Arya Marriage Validation Act,1937,1,2
administratora9a889fd2717536c4cc270839ca38769.json,The Bahria University Ordinance 2000,2000,0,0
administratoraa71b2d6c7283e25f47c4f51796523e1.json,The Obstructions in Fairways Act,1881,1,13
administratoraa9c14377a06c01ceabecb49a94bd6bc.json,THE RECUSANT WITNESSES ACT,1853,1,44
administratorab18a09560ff06aef68eb7ef0621c1c7.json,THE CANTONMENTS ACT,1924,14,251
administratorabf2c799818b1c3b4cad372a4972698c.json,THE PAKISTAN INDUSTRIAL DEVELOPMENT CORPORATION (DISSOLUTION) ORDINANCE,1984,1,12
administratorac6862547a10cdfd7dc5f630b8f32fc3.json,"Telegraph Act, 1885",1885,0,0
administratorac79f4352008323be54eebaccf12d239.json,THE PAKISTAN NAMES AND EMBLEMS (PREVENTION OF UNAUTHORISED USE) ACT,1957,1,8
administratorac84fec38cbdff67dd3898bd38c30673.json,The Pakistan Veterinary Medical Council Act 1996,1996,0,0
administratorad4eab69eac3b5f52ffe374d3e7ff6bc.json,The Pakistan Refugees Rehabilitation Finance Corporation (Dissolution) Ordinance,1980,1,5
administratoradaacbf03195f8ecadcf31db4a69c76d.json,"The Central Depositories Act, 1997",1997,0,0
administratoraed14d36f9b9cb1259757b1af838ca51.json,The Pakistan Aeronautical Complex Board Ordinance,2000,1,13
administratoraf7be9587f13339baf709c9cf6ed9136.json,THE PUBLIC ACCOUNTANTS’ DEFAULT ACT,1850,1,6
administratoraf7c6baac7fe9336655a19d970889424.json,"The Petroleum Act, 1934",1934,0,0
administratorafb9b89337efce3e80e62931379c9939.json,THE SOLDIERS (LITIGATION) ACT,1925,1,16
administratorafc4418d23915a0f096218584e031127.json,"The Private Security Companies Ordinance, 2001",2001,0,0
administratorb062eb64b9476b2fda4f4609312b273d.json,THE POWERS-OF-ATTORNEY ACT,1882,1,6
administratorb0f20899a54bf55feeef52b006436462.json,The Abolition of the Punishment of Whipping Act,1996,1,4
administratorb1a231a9ecd9e3713ac761743c6a6986.json,The Tolls Act,1851,1,11
administratorb1c335eccbc622c75a68cc43cfcc953d.json,THE PAKISTAN (ARMY AND AIR FORCE) RESERVES ACT,1950,1,9
administratorb1eefa1b9a21e1fc65dce10436713550.json,THE PAKISTAN ARMED FORCES NURSING SERVICE ACT,1952,1,11
administratorb22dc23f6d59ddbc5546f72fc5606b85.json,THE PAKISTAN CIVIL AVIATION AUTHORITY ORDINANCE,1982,1,29
administratorb27d6e146d5ae6fc96b77e4a81fa3cf6.json,The Port Authorities Lands and Buildings (Recovery of Possession) Ordinance,1962,1,11
administratorb34362be18405a0754066473ad4b3b23.json,"The Admiralty Jurisdiction of High Courts Ordinance, 1980",1980,0,0
administratorb3773d0bd821991632eb6c517251e76c.json,THE NATIONAL BANK OF PAKISTAN ORDINANCE,1949,6,23
administratorb471549df99ab0f2ddc48782a0315e6f.json,THE DIPLOMATIC IMMUNITIES (CONFERENCES WITH COMMONWEALTH COUNTRIES) ACT,1963,1,6
administratorb4d981a750b5ae6c46c9351d22217c0e.json,"The Electricity Act, 1910",1910,0,0
administratorb5e816341da7c831ce5480cb5742636d.json,"The Enemy Agents Ordinance, 1943",1943,0,0
administratorb60fe60d8c74ce862aafd15e48a035af.json,THE CIVIL AVIATION ORDINANCE,1960,1,25
administratorb6470b8aab4926f2943e7870919a09bc.json,"The Chartered Accountants Ordinance, 1961",1961,0,0
administratorb707db1d2210df3a0e929c5463715dce.json,THE INVESTMENT CORPORATION OF PAKISTAN ORDINANCE,1966,1,36
administratorb93e618520500701f18b8d6bfac22794.json,THE NATIONAL INSTITUTE OF CARDIOVASCULAR DISEASES (ADMINISTRATION) ORDINANCE,1979,3,18
administratorb97a44ef18ea4fa99439e19004c1f2bf.json,The Tramways Act,1886,15,50
administratorb9c98a0e2872fb69256d9220ad031781.json,THE DOCK WORKERS (REGULATION OF EMPLOYMENT) ACT,1974,1,9
administratorba145174f469d3efd8536d3cbb79ec71.json,,,0,0
administratorba39c8b439dc5e207137d0356e6165ab.json,THE CHAIRMAN AND MEMBERS OF FEDERAL LAND COMMISSION (VALIDATION OF ORDERS) ORDINANCE,1981,1,2
administratorbb47d2cde643f77bbcc756ecf7570e7c.json,THE OFFENCES AGAINST PROPERTY (ENFORCEMENT OF HUDOOD) ORDINANCE,1979,2,9
administratorbb98c6a045200104d017480f99031251.json,"The Stage-Carriages Act, 1861",1861,0,0
administratorbbc0b5b0d78c35e99e3b94f6b77b69db.json,"The Partnership Act, 1932",1932,0,0
administratorbbd92510385081b4ad251827e040fd1a.json,THE GLANDERS AND FARCY ACT,1899,1,17
administratorbc4daf1cd281f7808ceb417c316f18ea.json,"The Islamabad Consumers Protection Act, 1995",1995,0,0
administratorbce84c6cf30cb149d8820a00cd175b08.json,"The Employment of Children Act, 1991",1991,0,0
administratorbd77c05f4a3969b21836d95342e5fc34.json,THE EXIT FROM PAKISTAN (CONTROL) ORDINANCE,1981,1,5
administratorbdccd7d3e7e218ad92ac90d69dee703a.json,"The Corporate and Industrial Restructuring Corporation Ordinance, 2000",2000,0,0
administratorbe3c32fcd8b85a60f3851b2482a04583.json,THE DRUGS ACT,1976,5,47
administratorbe81002044f65895757da5cc51a85222.json,THE EMPLOYERS’ LIABILITY ACT,1938,1,5
administratorbf3c739041f23d1715243047f9bab24c.json,"The Pakistan Standards and Quality Control Authority Act, 1996",1996,0,0
administratorbfdcbedb15edae32d2df6d9b13498a22.json,"The United Nations (Declaration of Death of Missing Persons) Act, 1956",1956,0,0
administratorbffe013013f133d371bfd6edc4e48396.json,The Control of Employment Ordinance,1965,1,17
administratorbffe66c6012e7d43ef73932bb2016971.json,THE HINDU INHERITANCE (REMOVAL OF DISABILITIES) ACT,1928,1,3
administratorc04599707559bad586492e3c473cf142.json,"The Empoyees Cost of Living (Relief) Act, 1974",1974,0,0
administratorc04aa67560932d925c97aff042760b51.json,THE PAKISTAN NAVAL ACADEMY (AWARD OF DEGREES) ORDINANCE,1965,1,5
administratorc076dfb6923d77c4a553eabd0b715938.json,The Essential Personnel (Registration) Ordinance,1948,1,7
administratorc0a301ae45df31b6a4b3828a5cd57fde.json,"S Compensation Act, 1923",1923,0,0
administratorc0d66c29b7f188230277e3d0855796eb.json,THE HINDU MARRIAGE DISABILITIES REMOVAL ACT,1946,1,2
administratorc10ab0da7e4f71ac662b72b4c05f8d87.json,"The Mussalman Wakf Act, 1923",1923,0,0
administratorc1450a7f4f2b3b5b93d09aca3418aa92.json,"The Abandoned Properties (Management) Act, 1975",1975,0,0
administratorc20d57623842627ed28e8f56d29e58e1.json,Cantonments Rent Restriction Act,1963,1,35
administratorc3238b262f5df9c1e7091d296bc29993.json,"The Pakistan Nursing Council Act, 1973",1973,0,0
administratorc3648894911e2550329beb4bcf63637d.json,THE MEDICAL COLLEGES (GOVERNING BODIES) ORDINANCE,1961,1,9
administratorc365e8638885be5dccf22e98c9e69d0b.json,THE EXCLUSIVE FISHERY ZONE (REGULATION OF FISHING) ACT,1975,1,16
administratorc3c2d650c60a91b19394127ca461b283.json,"The Modaraba Companies and Modaraba (Floatation and Control) Ordinance, 1980",1980,0,0
administratorc491bd16a4271481200b974dd8220709.json,THE COMPANIES (APPOINTMENT OF TRUSTEES) ACT,1972,1,16
administratorc4adcc448feb6542f54a1507ff2b6809.json,THE VACCINATION ACT,1880,1,23
administratorc4cb3a510a896318665eec27e013c4b5.json,The Pakistan College of Physicians and Surgeons Ordinance,1962,1,19
administratorc4e702ce4c8e77fee0203f809e3833c9.json,THE NATIONAL INSTITUTE OF ELECTRONICS ORDINANCE,1979,4,17
administratorc5066ed56c64509c5aee22965b30cff7.json,The Gwadur (Application of Central Laws) Ordinance,1960,1,3
administratorc54694b004c4dbc6b8cc8b4b0c935e8a.json,THE REGISTRATION OF FOREIGNERS ACT,1939,1,9
administratorc59339c610e14042c34043be418621f7.json,"The Probation of offenders Ordinance, 1960",1960,0,0
administratorc63dfb5eea3af6a1649faa23aa25ee3e.json,THE DEVELOPMENT OF INDUSTRIES (GOVERNMENT CONTROL) ACT,1949,2,33
administratorc66d03456235d55a9e107ca30fd6f14e.json,"The Employees Social Insurance Ordinance, 1962",1962,0,0
administratorc6ac9c6df43581421462c0bbbbef30ef.json,THE SUGAR EXPORT SUBSIDY FUND ORDINANCE,1970,1,11
administratorc774f7e02d8464e42ff93992c6abcba1.json,THE CANTONMENTS ORDINANCE,2002,22,308
administratorc7c877581e52d3d1120d355c0db410c5.json,THE TEA ORDINANCE,1959,5,31
administratorc81ef5362bee2815d083a885428b4b77.json,THE PAKISTAN INSTITUTE OF INTERNATIONAL AFFAIRS (ADMINISTRATION) ORDINANCE,1980,1,11
administratorc8394b0d2e1a74176bb00e01392e473b.json,The Cotton Cloth and Yarn (Contracts) Ordinance,1944,1,2
administratorc8803548fbfe346d380935fb63ac2cd0.json,THE PAKISTAN FISH INSPECTION AND QUALITY CONTROL ACT,1997,1,18
administratorc8837f7797bb62e0d29f9b64f19cc243.json,"The Registered Designs Ordinance, 2000",2000,0,0
administratorc8a212332f8c70013ceb9dbdcc7d70ee.json,The Coconut Committee Act,1944,1,11
administratorc94aeb8ee3e750bf2775495293a4972b.json,THE PUBLICATION OF THE HOLY QURAN (ELIMINATION OF PRINTING ERRORS) ACT,1973,1,11
administratorca62d882690244e6d85f1f85b8661276.json,THE TRAVEL AGENCIES ACT,1976,1,16
administratorca853071d88dc3cfba7fd3b8cd7797c8.json,THE STANDARD TIME (INTERPRETATION OF REFERENCES) ORDINANCE,1943,1,2
administratorcac99cc58b80266aa469b18e7923cad9.json,THE IMPORT OF GOODS (PRICE EQUALIZATION SURCHARGE) ACT,1967,1,9
administratorcb5cefe03486e589bb9a96de6ed1d0f6.json,THE TRANSFER OF EVACUEE LAND (KATCHI ABADI) ACT,1972,1,14
administratorcbb1ad05a6c91333ccb0da0e2d7c123a.json,THE DIPLOMATIC AND CONSULAR OFFICERS (OATHS AND FEES) ACT,1948,1,9
administratorce4c3de80f90b28e7c9548a78fb717c2.json,The Fatal Accidents Act,1855,1,4
administratorce5035108131d033cfb7b4ab8569da3c.json,THE WILD BIRDS AND ANIMALS PROTECTION ACT,1912,1,9
administratorce8e5467178e4ff59ec8ba8d8b92f939.json,THE CLAIMS FOR MAINTENANCE (RECOVERY ABROAD) ORDINANCE,1959,2,16
administratorcf6de2451af9e9d016e5fef2ac7e1562.json,THE PAKISTAN TELECOMMUNICATION (RE-ORGANIZATION) ACT,1996,9,69
administratorcfe16f59145fd29f2baae7031fb7385c.json,THE LAND REFORMS REGULATION (VALIDATION OF ORDERS) ORDINANCE,1978,1,2
administratord0007923181eb87781034d5da4a5f22e.json,"The Quaid-E-Azam University Act, 1973",1973,0,0
administratord058f1585ed54ef81974349bcf705d53.json,"The Provident Funds Act, 1925",1925,0,0
administratord09318b5121053d149a1d2ee8c024cd6.json,THE OIL SEEDS COMMITTEE ACT,1946,1,11
administratord1a77d682a1274e8785d581c54538851.json,THE ISLAMABAD REAL ESTATE AGENTS AND MOTOR VEHICLES DEALERS (REGULATION OF BUSINESS) ORDINANCE,1984,1,12
administratord22e3517bdf1c372e2836d95a87bff15.json,THE FOREIGN EXCHANGE (TEMPORARY RESTRICTIONS) ACT,1998,1,5
administratord23ba7d141055b0987b896a1cb5cf247.json,THE PAKISTAN INTERNATIONAL AIRLINES CORPORATION ACT,1956,1,33
administratord265c726d2d564a9377ed7a8e04708ae.json,"The Guardians and Wards Act, 1890",1890,0,0
administratord2876c0ca2780e889724d4a8bebddc74.json,THE EMPLOYMENT (RECORD OF SERVICES) ACT,1951,1,12
administratord2a43e2e40d8af8e23fd95cba332137b.json,"S (Functions, Powers, Terms and Conditions of Service) Ordinance, 2001",2001,0,0
administratord38ffb9bf94389b2a754a8a545c97b7c.json,THE POLICE (INCITEMENT TO DISAFFECTION) ACT,1922,1,6
administratord4052d132eb84f24c085f56fd91debee.json,"The Ferries Act, 1878",1878,0,0
administratord50e1a1544614d7c09baf7d09783b1d2.json,THE PAKISTAN ANIMAL QUARANTINE (IMPORT AND EXPORT OF ANIMALS AND ANIMAL PRODUCTS) ORDINANCE,1979,1,14
administratord516d60c34ec57d45ade11224bd15922.json,THE PAKISTAN ENGINEERING COUNCIL ACT,1975,1,37
administratord5b4fb41a79f41fd7f85175910ad4510.json,THE REVENUE RECOVERY ACT,1890,1,9
administratord6369a6d16474d51e20eac4a31ae883e.json,THE PAKISTAN COUNCIL OF RESEARCH IN WATER RESOURCES ACT,2007,3,23
administratord6e6b4be928d501164ee8af487fa6d3e.json,THE NATIONAL GUARDS ACT,1973,5,25
administratord75d61863efafcda747cd3c90c002ba4.json,THE LAWS LOCAL EXTENT ACT,1874,2,16
administratord8815b237f5842a0cef72b22d5a68ee4.json,"The Allama Iqbal Open University Act, 1974",1974,0,0
administratord889d8fe337fc6ac0318f2d6f4b54d75.json,THE STAPLE COTTON (EXCISE DUTY) ORDINANCE,1978,1,7
administratord921936a6103b6b5035e8141f55e9ca3.json,The Usurious Loans Act,1918,1,4
administratorda80475067b0b4ebdd3688ea3792097f.json,THE ANTIQUITIES ACT,1975,1,40
administratordbbced85c2a2e033ef5ef0acced5dc89.json,THE NATIONAL UNIVERSITY OF COMPUTER AND EMERGING SCIENCES ORDINANCE,2000,1,11
administratordd27c025343e72b7598e0dae6c72240c.json,The Pakistan Banking (Prevention of Default and Evasion of Liabilities) Ordinance,1947,1,11
administratorddefa532cd235246ebbdb8439d847510.json,THE INDUS RIVER SYSTEM AUTHORITY ACT,1992,7,18
administratorddf3e3fc89e79d12e051082e9fdaa1e7.json,THE INDUSTRIAL DEVELOPMENT BANK OF PAKISTAN (REORGANIZATION AND CONVERSION) ACT,2011,1,15
administratorde527088a6cc7f384f4beebfc32ab87e.json,The Agricultural Produce Cess Act,1940,1,7
